project_scale_index,budget_adequacy_ratio,schedule_pressure_index,team_capacity_index,team_experience_score,requirements_volatility,requirements_clarity_score,scope_complexity_index,change_request_intensity,process_maturity_score,sprint_discipline_score,decision_latency_index,risk_management_maturity,client_engagement_score,technical_complexity_index,integration_risk_index,automation_maturity_score,toolchain_reliability_score,legacy_dependency_index,regulatory_risk_index,domain_criticality_index,external_dependency_risk,time_to_market_pressure,resource_stability_index,risk_tolerance_index,overall_uncertainty_index,stakeholder_alignment_score,domain_familiarity_score,project_id,sdlc_type,suitability_score,is_best
0.09852996508120818,0.03674900331705974,0.4444444444444444,0.14285714285714285,0.03223724596561616,0.51164611296958,0.8048868032324694,0.3106530291261286,0.2731584754745427,0.5555555555555556,0.8589187190121309,0.4227572240806911,0.7150531564373405,0.027725488614172573,0.3670409418194214,0.4740740740740741,0.40022560486111736,0.4049871870871652,0.6111111111111112,0.17091441434383745,0.7972545032297617,0.2962962962962963,0.4444444444444444,0.23624043557870206,0.32768244370796173,0.531882732875333,0.19877380057672725,0.5518532458596527,project_1,Waterfall,0.401,0
0.09852996508120818,0.03674900331705974,0.4444444444444444,0.14285714285714285,0.03223724596561616,0.51164611296958,0.8048868032324694,0.3106530291261286,0.2731584754745427,0.5555555555555556,0.8589187190121309,0.4227572240806911,0.7150531564373405,0.027725488614172573,0.3670409418194214,0.4740740740740741,0.40022560486111736,0.4049871870871652,0.6111111111111112,0.17091441434383745,0.7972545032297617,0.2962962962962963,0.4444444444444444,0.23624043557870206,0.32768244370796173,0.531882732875333,0.19877380057672725,0.5518532458596527,project_1,V-Model,0.5588,0
0.09852996508120818,0.03674900331705974,0.4444444444444444,0.14285714285714285,0.03223724596561616,0.51164611296958,0.8048868032324694,0.3106530291261286,0.2731584754745427,0.5555555555555556,0.8589187190121309,0.4227572240806911,0.7150531564373405,0.027725488614172573,0.3670409418194214,0.4740740740740741,0.40022560486111736,0.4049871870871652,0.6111111111111112,0.17091441434383745,0.7972545032297617,0.2962962962962963,0.4444444444444444,0.23624043557870206,0.32768244370796173,0.531882732875333,0.19877380057672725,0.5518532458596527,project_1,Agile,0.32,0
0.09852996508120818,0.03674900331705974,0.4444444444444444,0.14285714285714285,0.03223724596561616,0.51164611296958,0.8048868032324694,0.3106530291261286,0.2731584754745427,0.5555555555555556,0.8589187190121309,0.4227572240806911,0.7150531564373405,0.027725488614172573,0.3670409418194214,0.4740740740740741,0.40022560486111736,0.4049871870871652,0.6111111111111112,0.17091441434383745,0.7972545032297617,0.2962962962962963,0.4444444444444444,0.23624043557870206,0.32768244370796173,0.531882732875333,0.19877380057672725,0.5518532458596527,project_1,Spiral,0.5833,1
0.09852996508120818,0.03674900331705974,0.4444444444444444,0.14285714285714285,0.03223724596561616,0.51164611296958,0.8048868032324694,0.3106530291261286,0.2731584754745427,0.5555555555555556,0.8589187190121309,0.4227572240806911,0.7150531564373405,0.027725488614172573,0.3670409418194214,0.4740740740740741,0.40022560486111736,0.4049871870871652,0.6111111111111112,0.17091441434383745,0.7972545032297617,0.2962962962962963,0.4444444444444444,0.23624043557870206,0.32768244370796173,0.531882732875333,0.19877380057672725,0.5518532458596527,project_1,Hybrid,0.3605,0
0.09852996508120818,0.03674900331705974,0.4444444444444444,0.14285714285714285,0.03223724596561616,0.51164611296958,0.8048868032324694,0.3106530291261286,0.2731584754745427,0.5555555555555556,0.8589187190121309,0.4227572240806911,0.7150531564373405,0.027725488614172573,0.3670409418194214,0.4740740740740741,0.40022560486111736,0.4049871870871652,0.6111111111111112,0.17091441434383745,0.7972545032297617,0.2962962962962963,0.4444444444444444,0.23624043557870206,0.32768244370796173,0.531882732875333,0.19877380057672725,0.5518532458596527,project_1,DevOps,0.3599,0
0.20863142420429415,0.47053933146225496,0.6666666666666667,0.5714285714285714,0.4163948887304146,0.5045466555341067,0.9248722361379221,0.3970356248983461,0.10517886940690907,0.3333333333333333,0.47358159236014985,0.46010221108966237,0.6453149392271571,0.3622504459985743,0.465776648066825,0.5925925925925926,0.32539680007393573,0.651360261770204,0.7666666666666667,0.10187254735564241,0.32550019852361484,0.37037037037037035,0.6666666666666667,0.627091751598026,0.5341276368779116,0.5635951768357652,0.6492639611763708,0.6549934099862659,project_2,Waterfall,0.3994,0
0.20863142420429415,0.47053933146225496,0.6666666666666667,0.5714285714285714,0.4163948887304146,0.5045466555341067,0.9248722361379221,0.3970356248983461,0.10517886940690907,0.3333333333333333,0.47358159236014985,0.46010221108966237,0.6453149392271571,0.3622504459985743,0.465776648066825,0.5925925925925926,0.32539680007393573,0.651360261770204,0.7666666666666667,0.10187254735564241,0.32550019852361484,0.37037037037037035,0.6666666666666667,0.627091751598026,0.5341276368779116,0.5635951768357652,0.6492639611763708,0.6549934099862659,project_2,V-Model,0.4493,0
0.20863142420429415,0.47053933146225496,0.6666666666666667,0.5714285714285714,0.4163948887304146,0.5045466555341067,0.9248722361379221,0.3970356248983461,0.10517886940690907,0.3333333333333333,0.47358159236014985,0.46010221108966237,0.6453149392271571,0.3622504459985743,0.465776648066825,0.5925925925925926,0.32539680007393573,0.651360261770204,0.7666666666666667,0.10187254735564241,0.32550019852361484,0.37037037037037035,0.6666666666666667,0.627091751598026,0.5341276368779116,0.5635951768357652,0.6492639611763708,0.6549934099862659,project_2,Agile,0.5569,0
0.20863142420429415,0.47053933146225496,0.6666666666666667,0.5714285714285714,0.4163948887304146,0.5045466555341067,0.9248722361379221,0.3970356248983461,0.10517886940690907,0.3333333333333333,0.47358159236014985,0.46010221108966237,0.6453149392271571,0.3622504459985743,0.465776648066825,0.5925925925925926,0.32539680007393573,0.651360261770204,0.7666666666666667,0.10187254735564241,0.32550019852361484,0.37037037037037035,0.6666666666666667,0.627091751598026,0.5341276368779116,0.5635951768357652,0.6492639611763708,0.6549934099862659,project_2,Spiral,0.6221,1
